ano;sg_uf;territorio;populacao;fonte_populacao
2016;SC;Santa Catarina;6910553;IBGE/TCU série 2001-2019
2016;RS;Rio Grande do Sul;11286500;IBGE/TCU série 2001-2019
2016;MS;Mato Grosso do Sul;2682386;IBGE/TCU série 2001-2019
2016;MT;Mato Grosso;3305531;IBGE/TCU série 2001-2019
2016;GO;Goiás;6695855;IBGE/TCU série 2001-2019
2016;DF;Distrito Federal;2977216;IBGE/TCU série 2001-2019
2017;RO;Rondônia;1805788;IBGE/TCU série 2001-2019
2017;AC;Acre;829619;IBGE/TCU série 2001-2019
2017;AM;Amazonas;4063614;IBGE/TCU série 2001-2019
2017;RR;Roraima;522636;IBGE/TCU série 2001-2019
2017;PA;Pará;8366628;IBGE/TCU série 2001-2019
2017;AP;Amapá;797722;IBGE/TCU série 2001-2019
2017;TO;Tocantins;1550194;IBGE/TCU série 2001-2019
2017;MA;Maranhão;7000229;IBGE/TCU série 2001-2019
2017;PI;Piauí;3219257;IBGE/TCU série 2001-2019
2017;CE;Ceará;9020460;IBGE/TCU série 2001-2019
2017;RN;Rio Grande do Norte;3507003;IBGE/TCU série 2001-2019
2017;PB;Paraíba;4025558;IBGE/TCU série 2001-2019
2017;PE;Pernambuco;9473266;IBGE/TCU série 2001-2019
2017;AL;Alagoas;3375823;IBGE/TCU série 2001-2019
2017;SE;Sergipe;2288116;IBGE/TCU série 2001-2019
2017;BA;Bahia;15344447;IBGE/TCU série 2001-2019
2017;MG;Minas Gerais;21119536;IBGE/TCU série 2001-2019
2017;ES;Espírito Santo;4016356;IBGE/TCU série 2001-2019
2017;RJ;Rio de Janeiro;16718956;IBGE/TCU série 2001-2019
2017;SP;São Paulo;45094866;IBGE/TCU série 2001-2019
2017;PR;Paraná;11320892;IBGE/TCU série 2001-2019
2017;SC;Santa Catarina;7001161;IBGE/TCU série 2001-2019
2017;RS;Rio Grande do Sul;11322895;IBGE/TCU série 2001-2019
2017;MS;Mato Grosso do Sul;2713147;IBGE/TCU série 2001-2019
2017;MT;Mato Grosso;3344544;IBGE/TCU série 2001-2019
2017;GO;Goiás;6778772;IBGE/TCU série 2001-2019
2017;DF;Distrito Federal;3039444;IBGE/TCU série 2001-2019
2018;RO;Rondônia;1757589;IBGE/TCU série 2001-2019
2018;AC;Acre;869265;IBGE/TCU série 2001-2019
2018;AM;Amazonas;4080611;IBGE/TCU série 2001-2019
2018;RR;Roraima;576568;IBGE/TCU série 2001-2019
2018;PA;Pará;8513497;IBGE/TCU série 2001-2019
2018;AP;Amapá;829494;IBGE/TCU série 2001-2019
2018;TO;Tocantins;1555229;IBGE/TCU série 2001-2019
2018;MA;Maranhão;7035055;IBGE/TCU série 2001-2019
2018;PI;Piauí;3264531;IBGE/TCU série 2001-2019
2018;CE;Ceará;9075649;IBGE/TCU série 2001-2019
2018;RN;Rio Grande do Norte;3479010;IBGE/TCU série 2001-2019
2018;PB;Paraíba;3996496;IBGE/TCU série 2001-2019
2018;PE;Pernambuco;9496294;IBGE/TCU série 2001-2019
2018;AL;Alagoas;3322820;IBGE/TCU série 2001-2019
2018;SE;Sergipe;2278308;IBGE/TCU série 2001-2019
2018;BA;Bahia;14812617;IBGE/TCU série 2001-2019
2018;MG;Minas Gerais;21040662;IBGE/TCU série 2001-2019
2018;ES;Espírito Santo;3972388;IBGE/TCU série 2001-2019
2018;RJ;Rio de Janeiro;17159960;IBGE/TCU série 2001-2019
2018;SP;São Paulo;45538936;IBGE/TCU série 2001-2019
2018;PR;Paraná;11348937;IBGE/TCU série 2001-2019
2018;SC;Santa Catarina;7075494;IBGE/TCU série 2001-2019
2018;RS;Rio Grande do Sul;11329605;IBGE/TCU série 2001-2019
2018;MS;Mato Grosso do Sul;2748023;IBGE/TCU série 2001-2019
2018;MT;Mato Grosso;3441998;IBGE/TCU série 2001-2019
2018;GO;Goiás;6921161;IBGE/TCU série 2001-2019
2018;DF;Distrito Federal;2974703;IBGE/TCU série 2001-2019
2019;RO;Rondônia;1777225;IBGE/TCU série 2001-2019
2019;AC;Acre;881935;IBGE/TCU série 2001-2019
2019;AM;Amazonas;4144597;IBGE/TCU série 2001-2019
2019;RR;Roraima;605761;IBGE/TCU série 2001-2019
2019;PA;Pará;8602865;IBGE/TCU série 2001-2019
2019;AP;Amapá;845731;IBGE/TCU série 2001-2019
2019;TO;Tocantins;1572866;IBGE/TCU série 2001-2019
2019;MA;Maranhão;7075181;IBGE/TCU série 2001-2019
2019;PI;Piauí;3273227;IBGE/TCU série 2001-2019
2019;CE;Ceará;9132078;IBGE/TCU série 2001-2019
2019;RN;Rio Grande do Norte;3506853;IBGE/TCU série 2001-2019
2019;PB;Paraíba;4018127;IBGE/TCU série 2001-2019
2019;PE;Pernambuco;9557071;IBGE/TCU série 2001-2019
2019;AL;Alagoas;3337357;IBGE/TCU série 2001-2019
2019;SE;Sergipe;2298696;IBGE/TCU série 2001-2019
2019;BA;Bahia;14873064;IBGE/TCU série 2001-2019
2019;MG;Minas Gerais;21168791;IBGE/TCU série 2001-2019
2019;ES;Espírito Santo;4018650;IBGE/TCU série 2001-2019
2019;RJ;Rio de Janeiro;17264943;IBGE/TCU série 2001-2019
2019;SP;São Paulo;45919049;IBGE/TCU série 2001-2019
2019;PR;Paraná;11433957;IBGE/TCU série 2001-2019
2019;SC;Santa Catarina;7164788;IBGE/TCU série 2001-2019
2019;RS;Rio Grande do Sul;11377239;IBGE/TCU série 2001-2019
2019;MS;Mato Grosso do Sul;2778986;IBGE/TCU série 2001-2019
2019;MT;Mato Grosso;3484466;IBGE/TCU série 2001-2019
2019;GO;Goiás;7018354;IBGE/TCU série 2001-2019
2019;DF;Distrito Federal;3015268;IBGE/TCU série 2001-2019
